OBJECTID,COMPLEX_NAME,ORGANIZATION_NAME,UNIT_NAME,UNIT_TYPE,INTEREST_TYPE1,INTEREST_TYPE2,ACRES,SHAPE.AREA,SHAPE.LEN
4839,AUDUBON COMPLEX,LAKE NETTIE NATIONAL WILDLIFE REFUGE,Lake Nettie National Wildlife Refuge,NWR,Owned, ,2424.49251972,0.0011739499726046,0.245153242277202
4839,AUDUBON COMPLEX,LAKE NETTIE NATIONAL WILDLIFE REFUGE,Lake Nettie National Wildlife Refuge,NWR,Owned, ,2424.49251972,0.0011739499726046,0.245153242277202
4840,AUDUBON COMPLEX,MCLEAN NATIONAL WILDLIFE REFUGE,Mclean National Wildlife Refuge,NWR,Owned, ,157.89360996,7.67347693197045e-05,0.0357446072849968
4840,AUDUBON COMPLEX,MCLEAN NATIONAL WILDLIFE REFUGE,Mclean National Wildlife Refuge,NWR,Owned, ,157.89360996,7.67347693197045e-05,0.0357446072849968
4841,AUDUBON COMPLEX,MCLEAN NATIONAL WILDLIFE REFUGE,Mclean National Wildlife Refuge,NWR,Owned, ,105.01966267,5.1030015236878e-05,0.0324692506623764
4841,AUDUBON COMPLEX,MCLEAN NATIONAL WILDLIFE REFUGE,Mclean National Wildlife Refuge,NWR,Owned, ,105.01966267,5.1030015236878e-05,0.0324692506623764
4842,AUDUBON COMPLEX,MCLEAN NATIONAL WILDLIFE REFUGE,Mclean National Wildlife Refuge,NWR,Owned, ,79.06235845,3.8414570391965006e-05,0.0286247823180108
4842,AUDUBON COMPLEX,MCLEAN NATIONAL WILDLIFE REFUGE,Mclean National Wildlife Refuge,NWR,Owned, ,79.06235845,3.8414570391965006e-05,0.0286247823180108
4843,DEVILS LAKE WMD,ROCK LAKE NATIONAL WILDLIFE REFUGE,Rock Lake National Wildlife Refuge,NWR,Owned, ,155.51613927,7.70700719195955e-05,0.0358022529842732
4843,DEVILS LAKE WMD,ROCK LAKE NATIONAL WILDLIFE REFUGE,Rock Lake National Wildlife Refuge,NWR,Owned, ,155.51613927,7.70700719195955e-05,0.0358022529842732
4844,LOSTWOOD COMPLEX,SHELL LAKE NATIONAL WILDLIFE REFUGE,Shell Lake National Wildlife Refuge,NWR,Owned, ,252.94219162,0.000123822790543758,0.0572805916559942
4844,LOSTWOOD COMPLEX,SHELL LAKE NATIONAL WILDLIFE REFUGE,Shell Lake National Wildlife Refuge,NWR,Owned, ,252.94219162,0.000123822790543758,0.0572805916559942
4845,LOSTWOOD COMPLEX,SHELL LAKE NATIONAL WILDLIFE REFUGE,Shell Lake National Wildlife Refuge,NWR,Owned, ,533.4275425,0.000261080721342697,0.0876204015373022
4845,LOSTWOOD COMPLEX,SHELL LAKE NATIONAL WILDLIFE REFUGE,Shell Lake National Wildlife Refuge,NWR,Owned, ,533.4275425,0.000261080721342697,0.0876204015373022
4846,LONG LAKE WMD,SLADE NATIONAL WILDLIFE REFUGE,Slade National Wildlife Refuge,NWR,Owned, ,2998.58135358,0.0014307653472069599,0.157521712322728
4846,LONG LAKE WMD,SLADE NATIONAL WILDLIFE REFUGE,Slade National Wildlife Refuge,NWR,Owned, ,2998.58135358,0.0014307653472069599,0.157521712322728
4847,AUDUBON COMPLEX,STEWART LAKE NATIONAL WILDLIFE REFUGE,Stewart Lake National Wildlife Refuge,NWR,Owned, ,635.04148024,0.000300335216392428,0.0758070074781063
4847,AUDUBON COMPLEX,STEWART LAKE NATIONAL WILDLIFE REFUGE,Stewart Lake National Wildlife Refuge,NWR,Owned, ,635.04148024,0.000300335216392428,0.0758070074781063
4848,AUDUBON COMPLEX,STEWART LAKE NATIONAL WILDLIFE REFUGE,Stewart Lake National Wildlife Refuge,NWR,Owned, ,2.78981375,1.319422747796e-06,0.00513845239968275
4848,AUDUBON COMPLEX,STEWART LAKE NATIONAL WILDLIFE REFUGE,Stewart Lake National Wildlife Refuge,NWR,Owned, ,2.78981375,1.319422747796e-06,0.00513845239968275
4849,DEVILS LAKE WMD,STUMP LAKE NATIONAL WILDLIFE REFUGE,Stump Lake National Wildlife Refuge,NWR,Owned, ,2.61430748,1.273022378848e-06,0.00685639280855004
4849,DEVILS LAKE WMD,STUMP LAKE NATIONAL WILDLIFE REFUGE,Stump Lake National Wildlife Refuge,NWR,Owned, ,2.61430748,1.273022378848e-06,0.00685639280855004
4850,DEVILS LAKE WMD,STUMP LAKE NATIONAL WILDLIFE REFUGE,Stump Lake National Wildlife Refuge,NWR,Owned, ,11.55793761,5.6275055229294995e-06,0.0115701815262909
4850,DEVILS LAKE WMD,STUMP LAKE NATIONAL WILDLIFE REFUGE,Stump Lake National Wildlife Refuge,NWR,Owned, ,11.55793761,5.6275055229294995e-06,0.0115701815262909
4851,DEVILS LAKE WMD,STUMP LAKE NATIONAL WILDLIFE REFUGE,Stump Lake National Wildlife Refuge,NWR,Owned, ,6.92355888,3.3706575030314998e-06,0.00924837644204578
4851,DEVILS LAKE WMD,STUMP LAKE NATIONAL WILDLIFE REFUGE,Stump Lake National Wildlife Refuge,NWR,Owned, ,6.92355888,3.3706575030314998e-06,0.00924837644204578
4852,DEVILS LAKE WMD,STUMP LAKE NATIONAL WILDLIFE REFUGE,Stump Lake National Wildlife Refuge,NWR,Owned, ,5.77092935,2.8090689224435e-06,0.0075697582736168
4852,DEVILS LAKE WMD,STUMP LAKE NATIONAL WILDLIFE REFUGE,Stump Lake National Wildlife Refuge,NWR,Owned, ,5.77092935,2.8090689224435e-06,0.0075697582736168
4853,LONG LAKE WMD,SUNBURST LAKE NATIONAL WILDLIFE REFUGE,Sunburst Lake National Wildlife Refuge,NWR,Owned, ,328.47905195,0.000155401187593784,0.0506237607201616
4853,LONG LAKE WMD,SUNBURST LAKE NATIONAL WILDLIFE REFUGE,Sunburst Lake National Wildlife Refuge,NWR,Owned, ,328.47905195,0.000155401187593784,0.0506237607201616
4854,VALLEY CITY WMD,VALLEY CITY NATIONAL FISH HATCHERY,Valley City National Fish Hatchery,NFH,Owned, ,72.74947235,3.4794698670387e-05,0.0339379666008182
4854,VALLEY CITY WMD,VALLEY CITY NATIONAL FISH HATCHERY,Valley City National Fish Hatchery,NFH,Owned, ,72.74947235,3.4794698670387e-05,0.0339379666008182
4855,AUDUBON COMPLEX,WHITE LAKE NATIONAL WILDLIFE REFUGE,White Lake National Wildlife Refuge,NWR,Owned, ,7.45866272,3.566906413378e-06,0.0736045506273796
4855,AUDUBON COMPLEX,WHITE LAKE NATIONAL WILDLIFE REFUGE,White Lake National Wildlife Refuge,NWR,Owned, ,7.45866272,3.566906413378e-06,0.0736045506273796
4856,AUDUBON COMPLEX,WHITE LAKE NATIONAL WILDLIFE REFUGE,White Lake National Wildlife Refuge,NWR,Owned, ,5.81580371,2.7266501227759997e-06,0.0735560283999352
4856,AUDUBON COMPLEX,WHITE LAKE NATIONAL WILDLIFE REFUGE,White Lake National Wildlife Refuge,NWR,Owned, ,5.81580371,2.7266501227759997e-06,0.0735560283999352
4857,AUDUBON COMPLEX,WHITE LAKE NATIONAL WILDLIFE REFUGE,White Lake National Wildlife Refuge,NWR,Owned, ,474.31878517,0.00022484675444047402,0.0917607587593339
4857,AUDUBON COMPLEX,WHITE LAKE NATIONAL WILDLIFE REFUGE,White Lake National Wildlife Refuge,NWR,Owned, ,474.31878517,0.00022484675444047402,0.0917607587593339
4858,AUDUBON COMPLEX,WHITE LAKE NATIONAL WILDLIFE REFUGE,White Lake National Wildlife Refuge,NWR,Owned, ,159.29589818,7.55191497470225e-05,0.0455932867771996
4858,AUDUBON COMPLEX,WHITE LAKE NATIONAL WILDLIFE REFUGE,White Lake National Wildlife Refuge,NWR,Owned, ,159.29589818,7.55191497470225e-05,0.0455932867771996
4859,AUDUBON COMPLEX,WHITE LAKE NATIONAL WILDLIFE REFUGE,White Lake National Wildlife Refuge,NWR,Owned, ,397.4155764,0.000188393394383028,0.0600765961020913
4859,AUDUBON COMPLEX,WHITE LAKE NATIONAL WILDLIFE REFUGE,White Lake National Wildlife Refuge,NWR,Owned, ,397.4155764,0.000188393394383028,0.0600765961020913
4860,TEWAUKON WMD,TEWAUKON NATIONAL WILDLIFE REFUGE,Tewaukon National Wildlife Refuge,NWR,Owned, ,4726.14961674,0.00222148504033556,0.510637211001404
4860,TEWAUKON WMD,TEWAUKON NATIONAL WILDLIFE REFUGE,Tewaukon National Wildlife Refuge,NWR,Owned, ,4726.14961674,0.00222148504033556,0.510637211001404
4861,TEWAUKON WMD,TEWAUKON NATIONAL WILDLIFE REFUGE,Tewaukon National Wildlife Refuge,NWR,Owned, ,10.64006437,5.002675710708e-06,0.0248609802725329
4861,TEWAUKON WMD,TEWAUKON NATIONAL WILDLIFE REFUGE,Tewaukon National Wildlife Refuge,NWR,Owned, ,10.64006437,5.002675710708e-06,0.0248609802725329
4862,TEWAUKON WMD,TEWAUKON NATIONAL WILDLIFE REFUGE,Tewaukon National Wildlife Refuge,NWR,Owned, ,307.08195958,0.00014437231492619198,0.0697620502378475
4862,TEWAUKON WMD,TEWAUKON NATIONAL WILDLIFE REFUGE,Tewaukon National Wildlife Refuge,NWR,Owned, ,307.08195958,0.00014437231492619198,0.0697620502378475
4863,TEWAUKON WMD,TEWAUKON NATIONAL WILDLIFE REFUGE,Tewaukon National Wildlife Refuge,NWR,Owned, ,3.66960652,1.725899741184e-06,0.0149168345653687
4863,TEWAUKON WMD,TEWAUKON NATIONAL WILDLIFE REFUGE,Tewaukon National Wildlife Refuge,NWR,Owned, ,3.66960652,1.725899741184e-06,0.0149168345653687
4864,TEWAUKON WMD,TEWAUKON NATIONAL WILDLIFE REFUGE,Tewaukon National Wildlife Refuge,NWR,Owned, ,1962.17974853,0.0009227541863262461,0.24712001952648305
4864,TEWAUKON WMD,TEWAUKON NATIONAL WILDLIFE REFUGE,Tewaukon National Wildlife Refuge,NWR,Owned, ,1962.17974853,0.0009227541863262461,0.24712001952648305
4865,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Owned, ,0.05253421,2.4985537494e-08,0.0007992630088086758
4865,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Owned, ,0.05253421,2.4985537494e-08,0.0007992630088086758
4866,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Owned, ,37.50674761,1.78481344564975e-05,0.0216019998007514
4866,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Owned, ,37.50674761,1.78481344564975e-05,0.0216019998007514
4867,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Owned, ,49.15683825,2.3401822648642002e-05,0.025778650229558
4867,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Owned, ,49.15683825,2.3401822648642002e-05,0.025778650229558
4868,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Owned, ,325.12522103,0.00015479032361356002,0.0591807629336802
4868,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Owned, ,325.12522103,0.00015479032361356002,0.0591807629336802
4869,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Owned, ,122.21990408,5.8181657407739504e-05,0.0410091669191579
4869,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Owned, ,122.21990408,5.8181657407739504e-05,0.0410091669191579
4870,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Owned, ,6953.24571336,0.00330812871413167,0.5005305907319451
4870,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Owned, ,6953.24571336,0.00330812871413167,0.5005305907319451
4871,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Owned, ,2745.45241865,0.0013075843822291,0.25860895601099904
4871,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Owned, ,2745.45241865,0.0013075843822291,0.25860895601099904
4872,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Owned, ,3657.02563631,0.00174218351685845,0.57706564099853
4872,LONG LAKE WMD,LONG LAKE NATIONAL WILDLIFE REFUGE,Long Lake National Wildlife Refuge,NWR,Owned, ,3657.02563631,0.00174218351685845,0.57706564099853
4873,DEVILS LAKE WMD,SULLYS HILL NATIONAL GAME PRESERVE,Sullys Hill National Game Preserve,NWR,Owned, ,683.42405565,0.00033312640467164704,0.11201913600390598
4873,DEVILS LAKE WMD,SULLYS HILL NATIONAL GAME PRESERVE,Sullys Hill National Game Preserve,NWR,Owned, ,683.42405565,0.00033312640467164704,0.11201913600390598
4874,DEVILS LAKE WMD,SULLYS HILL NATIONAL GAME PRESERVE,Sullys Hill National Game Preserve,NWR,Owned, ,946.57382531,0.000461572321297737,0.102490041444033
4874,DEVILS LAKE WMD,SULLYS HILL NATIONAL GAME PRESERVE,Sullys Hill National Game Preserve,NWR,Owned, ,946.57382531,0.000461572321297737,0.102490041444033
4875,SOURIS RIVER BASIN COMPLEX,J. CLARK SALYER NATIONAL WILDLIFE REFUGE,J. Clark Salyer National Wildlife Refuge,NWR,Owned, ,40.13234791,1.9803729848364006e-05,0.0182046408275241
4875,SOURIS RIVER BASIN COMPLEX,J. CLARK SALYER NATIONAL WILDLIFE REFUGE,J. Clark Salyer National Wildlife Refuge,NWR,Owned, ,40.13234791,1.9803729848364006e-05,0.0182046408275241
4876,SOURIS RIVER BASIN COMPLEX,J. CLARK SALYER NATIONAL WILDLIFE REFUGE,J. Clark Salyer National Wildlife Refuge,NWR,Owned, ,0.83236383,4.11078684968e-07,0.00328083925662845
4876,SOURIS RIVER BASIN COMPLEX,J. CLARK SALYER NATIONAL WILDLIFE REFUGE,J. Clark Salyer National Wildlife Refuge,NWR,Owned, ,0.83236383,4.11078684968e-07,0.00328083925662845
4877,SOURIS RIVER BASIN COMPLEX,J. CLARK SALYER NATIONAL WILDLIFE REFUGE,J. Clark Salyer National Wildlife Refuge,NWR,Owned, ,7.00549208,3.4603411276339994e-06,0.00949551272267572
4877,SOURIS RIVER BASIN COMPLEX,J. CLARK SALYER NATIONAL WILDLIFE REFUGE,J. Clark Salyer National Wildlife Refuge,NWR,Owned, ,7.00549208,3.4603411276339994e-06,0.00949551272267572
4878,SOURIS RIVER BASIN COMPLEX,J. CLARK SALYER NATIONAL WILDLIFE REFUGE,J. Clark Salyer National Wildlife Refuge,NWR,Owned, ,53417.99209471,0.026365119887654,2.23473372139785
4878,SOURIS RIVER BASIN COMPLEX,J. CLARK SALYER NATIONAL WILDLIFE REFUGE,J. Clark Salyer National Wildlife Refuge,NWR,Owned, ,53417.99209471,0.026365119887654,2.23473372139785
4879,SOURIS RIVER BASIN COMPLEX,J. CLARK SALYER NATIONAL WILDLIFE REFUGE,J. Clark Salyer National Wildlife Refuge,NWR,Owned, ,0.7206943,3.57870158752e-07,0.00245008469475292
4879,SOURIS RIVER BASIN COMPLEX,J. CLARK SALYER NATIONAL WILDLIFE REFUGE,J. Clark Salyer National Wildlife Refuge,NWR,Owned, ,0.7206943,3.57870158752e-07,0.00245008469475292
4880,SOURIS RIVER BASIN COMPLEX,J. CLARK SALYER NATIONAL WILDLIFE REFUGE,J. Clark Salyer National Wildlife Refuge,NWR,Owned, ,5858.76377113,0.00291067941726252,0.415403589937104
4880,SOURIS RIVER BASIN COMPLEX,J. CLARK SALYER NATIONAL WILDLIFE REFUGE,J. Clark Salyer National Wildlife Refuge,NWR,Owned, ,5858.76377113,0.00291067941726252,0.415403589937104
4881,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,21397.31317319,0.0105383166987126,1.1782411721351498
4881,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,21397.31317319,0.0105383166987126,1.1782411721351498
4882,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,38.46232449,1.9007235928881e-05,0.0213659247357503
4882,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,38.46232449,1.9007235928881e-05,0.0213659247357503
4883,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,4.17462328,2.063518955137e-06,0.007159572744324221
4883,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,4.17462328,2.063518955137e-06,0.007159572744324221
4884,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,33.92961557,1.677665832681e-05,0.0179503187007522
4884,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,33.92961557,1.677665832681e-05,0.0179503187007522
4885,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,8.667093699999999,4.2882251522675e-06,0.0269336013599823
4885,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,8.667093699999999,4.2882251522675e-06,0.0269336013599823
4886,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,0.97111756,4.80701374479e-07,0.00337439453959168
4886,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,0.97111756,4.80701374479e-07,0.00337439453959168
4887,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,0.97906626,4.84636151548e-07,0.00340418647618467
4887,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,0.97906626,4.84636151548e-07,0.00340418647618467
4888,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,0.45710763,2.2626922166999997e-07,0.00197080027730577
4888,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,0.45710763,2.2626922166999997e-07,0.00197080027730577
4889,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,0.43216599,2.1392352272750002e-07,0.0018989239268693398
4889,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,0.43216599,2.1392352272750002e-07,0.0018989239268693398
4890,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,0.48388063,2.39522134789e-07,0.00203345149262925
4890,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,0.48388063,2.39522134789e-07,0.00203345149262925
4891,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,0.46051596,2.2795615743150002e-07,0.00196314547788912
4891,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,0.46051596,2.2795615743150002e-07,0.00196314547788912
4892,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,0.50370355,2.49334193409e-07,0.0020762534650324107
4892,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,0.50370355,2.49334193409e-07,0.0020762534650324107
4893,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,1.08568185,5.37423941379e-07,0.00297317467920598
4893,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,1.08568185,5.37423941379e-07,0.00297317467920598
4894,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,1.00063372,4.953241165335e-07,0.00287223426875965
4894,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,1.00063372,4.953241165335e-07,0.00287223426875965
4895,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,1.11627041,5.525653622025e-07,0.00300312603529563
4895,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,1.11627041,5.525653622025e-07,0.00300312603529563
4896,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,1.0541617,5.2182105298e-07,0.0029288831113575397
4896,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,1.0541617,5.2182105298e-07,0.0029288831113575397
4897,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,1.12719964,5.5797525662e-07,0.00301369033583697
4897,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,1.12719964,5.5797525662e-07,0.00301369033583697
4898,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,9427.66513992,0.00466323317129816,0.7218922035756039
4898,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,9427.66513992,0.00466323317129816,0.7218922035756039
4899,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,1295.88205942,0.000641979651026475,0.146843490982886
4899,SOURIS RIVER BASIN COMPLEX,UPPER SOURIS NATIONAL WILDLIFE REFUGE,Upper Souris National Wildlife Refuge,NWR,Owned, ,1295.88205942,0.000641979651026475,0.146843490982886
4900,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Owned, ,7.41927791,3.6599492189614996e-06,0.007506685789421641
4900,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Owned, ,7.41927791,3.6599492189614996e-06,0.007506685789421641
4901,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Owned, ,9.57770791,4.734777416198e-06,0.0128244181704895
4901,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Owned, ,9.57770791,4.734777416198e-06,0.0128244181704895
4902,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Owned, ,86.12544212,4.2586408838851e-05,0.0447787388978867
4902,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Owned, ,86.12544212,4.2586408838851e-05,0.0447787388978867
4903,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Owned, ,10072.19220926,0.00498634180451844,2.13076990114175
4903,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Owned, ,10072.19220926,0.00498634180451844,2.13076990114175
4904,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Owned, ,4200.74895817,0.00208510427609686,0.73422493057547
4904,SOURIS RIVER BASIN COMPLEX,DES LACS NATIONAL WILDLIFE REFUGE,Des Lacs National Wildlife Refuge,NWR,Owned, ,4200.74895817,0.00208510427609686,0.73422493057547
4905,LOSTWOOD COMPLEX,LOSTWOOD NATIONAL WILDLIFE REFUGE,Lostwood National Wildlife Refuge,NWR,Owned, ,27331.59623201,0.0134870900960779,0.974445601071005
4905,LOSTWOOD COMPLEX,LOSTWOOD NATIONAL WILDLIFE REFUGE,Lostwood National Wildlife Refuge,NWR,Owned, ,27331.59623201,0.0134870900960779,0.974445601071005
4906,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Owned, ,9.73531061,4.800578346022e-06,0.0229113645202431
4906,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Owned, ,9.73531061,4.800578346022e-06,0.0229113645202431
4907,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Owned, ,6.39426064,3.151709282982e-06,0.0316007447705179
4907,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Owned, ,6.39426064,3.151709282982e-06,0.0316007447705179
4908,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Owned, ,1.31474335,6.483216378635e-07,0.00826632058395879
4908,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Owned, ,1.31474335,6.483216378635e-07,0.00826632058395879
4909,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Owned, ,1403.77903751,0.000692045817482002,0.134937524824546
4909,LOSTWOOD COMPLEX,LAKE ZAHL NATIONAL WILDLIFE REFUGE,Lake Zahl National Wildlife Refuge,NWR,Owned, ,1403.77903751,0.000692045817482002,0.134937524824546
